x-axis,F1
second,Volt
-5.172200E-03,-36.135E-06
-5.168800E-03,-55.156677E-03
-5.165400E-03,-80.358401E-03
-5.162000E-03,-40.538523E-03
-5.158600E-03,-33.229445E-03
-5.155200E-03,-80.358401E-03
-5.151800E-03,-18.611291E-03
-5.148400E-03,-11.302214E-03
-5.145000E-03,-80.358401E-03
-5.141600E-03,-3.388211E-03
-5.138200E-03,-80.358401E-03
-5.134800E-03,-62.388170E-03
-5.131400E-03,-80.358401E-03
-5.128000E-03,-80.358401E-03
-5.124600E-03,-40.460939E-03
-5.121200E-03,-113.474127E-03
-5.117800E-03,-25.842784E-03
-5.114400E-03,-98.855973E-03
-5.111000E-03,-80.358401E-03
-5.107600E-03,-160.680667E-03
-5.104200E-03,-157.251007E-03
-5.100800E-03,-160.680667E-03
-5.097400E-03,-142.632852E-03
-5.094000E-03,-160.680667E-03
-5.090600E-03,-128.014698E-03
-5.087200E-03,-80.358401E-03
-5.083800E-03,-127.642524E-03
-5.080400E-03,-160.680667E-03
-5.077000E-03,-222.582944E-03
-5.073600E-03,-91.469312E-03
-5.070200E-03,-164.482500E-03
-5.066800E-03,-160.680667E-03
-5.063400E-03,-160.680667E-03
-5.060000E-03,-142.555269E-03
-5.056600E-03,-215.568457E-03
-5.053200E-03,-127.937114E-03
-5.049800E-03,-160.680667E-03
-5.046400E-03,-127.720108E-03
-5.043000E-03,-186.332148E-03
-5.039600E-03,-160.680667E-03
-5.036200E-03,-241.002932E-03
-5.032800E-03,-160.680667E-03
-5.029400E-03,-87.528056E-03
-5.026000E-03,-102.146210E-03
-5.022600E-03,-160.680667E-03
-5.019200E-03,-160.680667E-03
-5.015800E-03,-80.358401E-03
-5.012400E-03,-120.488614E-03
-5.009000E-03,-160.680667E-03
-5.005600E-03,-189.855137E-03
-5.002200E-03,-98.623221E-03
-4.998800E-03,-91.314144E-03
-4.995400E-03,-237.356266E-03
-4.992000E-03,-84.020812E-03
-4.988600E-03,-102.301378E-03
-4.985200E-03,-98.638967E-03
-4.981800E-03,-80.358401E-03
-4.978400E-03,-193.579387E-03
-4.975000E-03,-120.566198E-03
-4.971600E-03,-193.486058E-03
-4.968200E-03,-135.184353E-03
-4.964800E-03,-142.493430E-03
-4.961400E-03,-91.236560E-03
-4.958000E-03,-83.927483E-03
-4.954600E-03,-237.262937E-03
-4.951200E-03,-80.358401E-03
-4.947800E-03,-142.322517E-03
-4.944400E-03,-215.335706E-03
-4.941000E-03,-160.680667E-03
-4.937600E-03,-160.680667E-03
-4.934200E-03,-127.952859E-03
-4.930800E-03,-160.680667E-03
-4.927400E-03,-160.680667E-03
-4.924000E-03,-149.880091E-03
-4.920600E-03,-80.358401E-03
-4.917200E-03,-156.863088E-03
